"national_number","gen","english_name","japanese_name","primary_type","secondary_type","classification","percent_male","percent_female","height_m","weight_kg","capture_rate","hp","attack","defense","sp_attack","sp_defense","speed","abilities_1","abilities_2","hidden_ability","description","tier"
856,8,"Hatenna","ミブリム (Miburimu)","Psychic",NA,"Calm Pokémon","0%","100%",0.4,3.4,235,42,30,45,56,53,39,"Healer","Anticipation","Magic Bounce",NA,"LC"
857,8,"Hattrem","テブリム (Teburimu)","Psychic",NA,"Serene Pokémon","0%","100%",0.6,4.8,120,57,40,65,86,73,49,"Healer","Anticipation","Magic Bounce",NA,"NFE"
858,8,"Hatterene","ブリムオン (Burimuon)","Psychic","Fairy","Silent Pokémon","0%","100%",2.1,5.1,45,57,90,95,136,103,29,"Healer","Anticipation","Magic Bounce",NA,"OU"
859,8,"Impidimp","ベロバー (Berobā)","Dark","Fairy","Wily Pokémon","100%","0%",0.4,5.5,255,45,45,30,55,40,50,"Prankster","Frisk","Pickpocket",NA,"LC"
860,8,"Morgrem","ギモー (Gimō)","Dark","Fairy","Devious Pokémon","100%","0%",0.8,12.5,120,65,60,45,75,55,70,"Prankster","Frisk","Pickpocket",NA,"NFE"
861,8,"Grimmsnarl","オーロンゲ (Ō ronge)","Dark","Fairy","Bulk Up Pokémon","100%","0%",1.5,61,45,95,120,65,95,75,60,"Prankster","Frisk","Pickpocket",NA,"PU"
862,8,"Obstagoon","タチフサグマ (Tachifusaguma)","Dark","Normal","Blocking Pokémon","50%","50%",1.6,46,45,93,90,101,60,81,95,"Reckless","Guts","Defiant",NA,"National Dex"
863,8,"Perrserker","ニャイキング (Nyaikingu)","Steel",NA,"Viking Pokémon","50%","50%",0.8,28,90,70,110,100,50,60,50,"Battle Armor","Tough Claws","Steely Spirit",NA,"ZU"
864,8,"Cursola","サニゴーン (Sanigōn)","Ghost",NA,"Coral Pokémon","25%","75%",1,0.4,30,60,95,50,145,130,30,"Weak Armor",NA,"Perish Body",NA,"National Dex"
865,8,"Sirfetch'd","ネギガナイト (Negiganaito)","Fighting",NA,"Wild Duck Pokémon","50%","50%",0.8,117,45,62,135,95,68,82,65,"Steadfast",NA,"Scrappy",NA,"National Dex"
866,8,"Mr. Rime","バリコオル (Barikōru)","Ice","Psychic","Comedian Pokémon","50%","50%",1.5,58.2,45,80,85,75,110,100,70,"Tangled Feet","Screen Cleaner","Ice Body",NA,"National Dex"
867,8,"Runerigus","デスバーン (Desubān)","Ground","Ghost","Grudge Pokémon","50%","50%",1.6,66.6,90,58,95,145,50,105,30,"Wandering Spirit",NA,NA,NA,"National Dex"
868,8,"Milcery","マホミル (Mahomiru)","Fairy",NA,"Cream Pokémon","0%","100%",0.2,0.3,200,45,40,40,50,61,34,"Sweet Veil",NA,"Aroma Veil",NA,"LC"
869,8,"Alcremie","マホイップ (Mahoippu)","Fairy",NA,"Cream Pokémon","0%","100%",0.3,0.5,100,65,60,75,110,121,64,"Sweet Veil",NA,"Aroma Veil",NA,"ZUBL"
870,8,"Falinks","タイレーツ (Tairētsu)","Fighting",NA,"Formation Pokémon","","",3,62,45,65,100,100,70,60,75,"Battle Armor",NA,"Defiant",NA,"ZU"
871,8,"Pincurchin","バチンウニ (Bachinuni)","Electric",NA,"Sea Urchin Pokémon","50%","50%",0.3,1,75,48,101,95,91,85,15,"Lightning Rod",NA,"Electric Surge",NA,"ZU"
872,8,"Snom","ユキハミ (Yukihami)","Ice","Bug","Worm Pokémon","50%","50%",0.3,3.8,190,30,25,35,45,30,20,"Shield Dust",NA,"Ice Scales",NA,"LC"
873,8,"Frosmoth","モスノウ (Mosunō)","Ice","Bug","Frost Moth Pokémon","50%","50%",1.3,42,75,70,65,60,125,90,65,"Shield Dust",NA,"Ice Scales",NA,"PUBL"
874,8,"Stonjourner","イシヘンジン (Ishihenjin)","Rock",NA,"Big Rock Pokémon","50%","50%",2.5,520,60,100,125,135,20,20,70,"Power Spot",NA,NA,NA,"ZU"
875,8,"Eiscue","コオリッポ (Kōrippo)","Ice",NA,"Penguin Pokémon","50%","50%",1.4,89,60,75,80,110,65,90,50,"Ice Face",NA,NA,NA,"ZU"
876,8,"Indeedee","イエッサン (Iessan)","Psychic","Normal","Emotion Pokémon","100%","0%",0.9,28,30,60,65,55,105,95,95,"Inner Focus","Synchronize","Psychic Surge",NA,"PUBL"
877,8,"Morpeko","モルペコ (Morupeko)","Electric","Dark","Two-Sided Pokémon","50%","50%",0.3,3,180,58,95,58,70,58,97,"Hunger Switch",NA,NA,NA,"ZU"
878,8,"Cufant","ゾウドウ (Zōdō)","Steel",NA,"Copperderm Pokémon","50%","50%",1.2,100,190,72,80,49,40,49,40,"Sheer Force",NA,"Heavy Metal",NA,"LC"
879,8,"Copperajah","ダイオウドウ (Daiōdō)","Steel",NA,"Copperderm Pokémon","50%","50%",3,650,90,122,130,69,80,69,30,"Sheer Force",NA,"Heavy Metal",NA,"NU"
880,8,"Dracozolt","パッチラゴン (Pacchiragon)","Electric","Dragon","Fossil Pokémon","","",1.8,190,45,90,100,90,80,70,75,"Volt Absorb","Hustle","Sand Rush",NA,"National Dex"
881,8,"Arctozolt","パッチルドン (Pacchirudon)","Electric","Ice","Fossil Pokémon","","",2.3,150,45,90,100,90,90,80,55,"Volt Absorb","Static","Slush Rush",NA,"National Dex"
882,8,"Dracovish","ウオノラゴン (Uonoragon)","Water","Dragon","Fossil Pokémon","","",2.3,215,45,90,90,100,70,80,75,"Water Absorb","Strong Jaw","Sand Rush",NA,"National Dex"
883,8,"Arctovish","ウオチルドン (Uochirudon)","Water","Ice","Fossil Pokémon","","",2,175,45,90,90,100,80,90,55,"Water Absorb","Ice Body","Slush Rush",NA,"National Dex"
884,8,"Duraludon","ジュラルドン (Jurarudon)","Steel","Dragon","Alloy Pokémon","50%","50%",1.8,40,45,70,95,115,120,50,85,"Light Metal","Heavy Metal","Stalwart",NA,"NU"
885,8,"Dreepy","ドラメシヤ (Dorameshiya)","Dragon","Ghost","Lingering Pokémon","50%","50%",0.5,2,45,28,60,30,40,30,82,"Clear Body","Infiltrator","Cursed Body",NA,"LC"
886,8,"Drakloak","ドロンチ (Doronchi)","Dragon","Ghost","Caretaker Pokémon","50%","50%",1.4,11,45,68,80,50,60,50,102,"Clear Body","Infiltrator","Cursed Body",NA,"NFE"
887,8,"Dragapult","ドラパルト (Doraparuto)","Dragon","Ghost","Stealth Pokémon","50%","50%",3,50,45,88,120,75,100,75,142,"Clear Body","Infiltrator","Cursed Body",NA,"OU"
888,8,"Zacian","ザシアン (Zashian)","Fairy",NA,"Warrior Pokémon","","",2.8,110,10,92,120,115,80,115,138,"Intrepid Sword",NA,NA,NA,"Uber"
889,8,"Zamazenta","ザマゼンタ (Zamazenta)","Fighting",NA,"Warrior Pokémon","","",2.9,210,10,92,120,115,80,115,138,"Dauntless Shield",NA,NA,NA,"OU"
890,8,"Eternatus","ムゲンダイナ (Mugendaina)","Poison","Dragon","Gigantic Pokémon","","",20,950,255,140,85,95,145,95,130,"Pressure",NA,NA,NA,"Uber"
891,8,"Kubfu","ダクマ (Dakuma)","Fighting",NA,"Wushu Pokémon","87.5%","12.5%",0.6,12,3,60,90,60,53,50,72,"Inner Focus",NA,NA,NA,"NFE"
892,8,"Urshifu","ウーラオス (Ū raosu)","Fighting","Dark","Wushu Pokémon","87.5%","12.5%",1.9,105,3,100,130,100,63,60,97,"Unseen Fist",NA,NA,NA,"Uber"
893,8,"Zarude","ザルード (Zarūdo)","Dark","Grass","Rogue Monkey Pokémon","","",1.8,70,3,105,120,105,70,95,105,"Leaf Guard",NA,NA,NA,"UUBL"
894,8,"Regieleki","レジエレキ (Reji ereki)","Electric",NA,"Electron Pokémon","","",1.2,145,3,80,100,50,100,50,200,"Transistor",NA,NA,NA,"Uber"
895,8,"Regidrago","レジドラゴ (Rejidorago)","Dragon",NA,"Dragon Orb Pokémon","","",2.1,200,3,200,100,50,100,50,80,"Dragon's Maw",NA,NA,NA,"NUBL"
896,8,"Glastrier","ブリザポス (Burizaposu)","Ice",NA,"Wild Horse Pokémon","","",2.2,800,3,100,145,130,65,110,30,"Chilling Neigh",NA,NA,NA,"ZU"
897,8,"Spectrier","レイスポス (Reisuposu)","Ghost",NA,"Swift Horse Pokémon","","",2,44.5,3,100,65,60,145,80,130,"Grim Neigh",NA,NA,NA,"Uber"
898,8,"Calyrex","バドレックス (Badorekkusu)","Psychic","Grass","King Pokémon","","",1.1,7.7,3,100,80,80,80,80,80,"Unnerve",NA,NA,NA,"ZU"
899,8,"Wyrdeer","アヤシシ","Normal","Psychic","Big Horn Pokémon","50%","50%",1.8,95.1,45,103,105,72,105,75,65,"Intimidate","Frisk","Sap Sipper",NA,"ZU"
900,8,"Kleavor","バサギリ","Bug","Rock","Axe Pokémon","50%","50%",1.8,89,15,70,135,95,45,70,85,"Swarm","Sheer Force","Sharpness",NA,"RU"
901,8,"Ursaluna","ガチグマ","Ground","Normal","Peat Pokémon","50%","50%",2.4,290,20,130,140,105,45,80,50,"Guts","Bulletproof","Unnerve",NA,"UUBL"
902,8,"Basculegion","イダイトウ","Water","Ghost","Big Fish Pokémon","100%","0%",3,110,45,120,112,65,80,75,78,"Swift Swim","Adaptability","Mold Breaker",NA,"NU"
903,8,"Sneasler","オオニューラ","Fighting","Poison","Free Climb Pokémon","50%","50%",1.3,43,20,80,130,60,40,80,120,"Pressure","Unburden","Poison Touch",NA,"Uber"
904,8,"Overqwil","ハリーマン","Dark","Poison","Pin Cluster Pokémon","50%","50%",2.5,60.5,45,85,115,95,65,65,85,"Poison Point","Swift Swim","Intimidate",NA,"NU"
905,8,"Enamorus","ラブトロス","Fairy","Flying","Love-Hate Pokémon","0%","100%",1.6,48,3,74,115,70,135,80,106,"Cute Charm",NA,"Contrary",NA,"OU"
906,9,"Sprigatito","ニャオハ","Grass",NA,"Grass Cat Pokémon","87.5%","12.5%",0.4,4.1,45,40,61,54,45,45,65,"Overgrow",NA,"Protean",NA,"LC"
907,9,"Floragato","ニャローテ","Grass",NA,"Grass Cat Pokémon","87.5%","12.5%",0.9,12.2,45,61,80,63,60,63,83,"Overgrow",NA,"Protean",NA,"NFE"
908,9,"Meowscarada","マスカーニャ","Grass","Dark","Magician Pokémon","87.5%","12.5%",1.5,31.2,45,76,110,70,81,70,123,"Overgrow",NA,"Protean",NA,"UUBL"
909,9,"Fuecoco","ホゲータ","Fire",NA,"Fire Croc Pokémon","87.5%","12.5%",0.4,9.8,45,67,45,59,63,40,36,"Blaze",NA,"Unaware",NA,"LC"
910,9,"Crocalor","アチゲータ","Fire",NA,"Fire Croc Pokémon","87.5%","12.5%",1,30.7,45,81,55,78,90,58,49,"Blaze",NA,"Unaware",NA,"NFE"
911,9,"Skeledirge","ラウドボーン","Fire","Ghost","Singer Pokémon","87.5%","12.5%",1.6,326.5,45,104,75,100,110,75,66,"Blaze",NA,"Unaware",NA,"UU"
912,9,"Quaxly","クワッス","Water",NA,"Duckling Pokémon","87.5%","12.5%",0.5,6.1,45,55,65,45,50,45,50,"Torrent",NA,"Moxie",NA,"LC"
913,9,"Quaxwell","ウェルカモ","Water",NA,"Practicing Pokémon","87.5%","12.5%",1.2,21.5,45,70,85,65,65,60,65,"Torrent",NA,"Moxie",NA,"NFE"
914,9,"Quaquaval","ウェーニバル","Water","Fighting","Dancer Pokémon","87.5%","12.5%",1.8,61.9,45,85,120,80,85,75,85,"Torrent",NA,"Moxie",NA,"UUBL"
915,9,"Lechonk","グルトン","Normal",NA,"Hog Pokémon","50%","50%",0.5,10.2,255,54,45,40,35,45,35,"Aroma Veil","Gluttony","Thick Fat",NA,"LC"
916,9,"Oinkologne","パフュートン","Normal",NA,"Hog Pokémon","100%","0%",1,120,100,110,100,75,59,80,65,"Lingering Aroma","Gluttony","Thick Fat",NA,"ZU"
917,9,"Tarountula","タマンチュラ","Bug",NA,"String Ball Pokémon","50%","50%",0.3,4,255,35,41,45,29,40,20,"Insomnia",NA,"Stakeout",NA,"LC"
918,9,"Spidops","ワナイダー","Bug",NA,"Trap Pokémon","50%","50%",1,16.5,120,60,79,92,52,86,35,"Insomnia",NA,"Stakeout",NA,"ZU"
919,9,"Nymble","マメバッタ","Bug",NA,"Grasshopper Pokémon","50%","50%",0.2,1,190,33,46,40,21,25,45,"Swarm",NA,"Tinted Lens",NA,"LC"
920,9,"Lokix","エクスレッグ","Bug","Dark","Grasshopper Pokémon","50%","50%",1,17.5,30,71,102,78,52,55,92,"Swarm",NA,"Tinted Lens",NA,"UU"
921,9,"Pawmi","パモ","Electric",NA,"Mouse Pokémon","50%","50%",0.3,2.5,190,45,50,20,40,25,60,"Static","Natural Cure","Iron Fist",NA,"LC"
922,9,"Pawmo","パモット","Electric","Fighting","Mouse Pokémon","50%","50%",0.4,6.5,80,60,75,40,50,40,85,"Volt Absorb","Natural Cure","Iron Fist",NA,"NFE"
923,9,"Pawmot","パーモット","Electric","Fighting","Hands-On Pokémon","50%","50%",0.9,41,45,70,115,70,70,60,105,"Volt Absorb","Natural Cure","Iron Fist",NA,"PU"
924,9,"Tandemaus","ワッカネズミ","Normal",NA,"Couple Pokémon","","",0.3,1.8,150,50,50,45,40,45,75,"Run Away","Pickup","Own Tempo",NA,"LC"
925,9,"Maushold","イッカネズミ","Normal",NA,"Family Pokémon","","",0.3,2.8,75,74,75,70,65,75,111,"Friend Guard","Cheek Pouch","Technician",NA,"RU"
926,9,"Fidough","パピモッチ","Fairy",NA,"Puppy Pokémon","50%","50%",0.3,10.9,190,37,55,70,30,55,65,"Own Tempo",NA,"Klutz",NA,"LC"
927,9,"Dachsbun","バウッツェル","Fairy",NA,"Dog Pokémon","50%","50%",0.5,14.9,90,57,80,115,50,80,95,"Well-Baked Body",NA,"Aroma Veil",NA,"ZU"
928,9,"Smoliv","ミニーブ","Grass","Normal","Olive Pokémon","50%","50%",0.3,6.5,255,41,35,45,58,51,30,"Early Bird",NA,"Harvest",NA,"LC"
929,9,"Dolliv","オリーニョ","Grass","Normal","Olive Pokémon","50%","50%",0.6,11.9,120,52,53,60,78,78,33,"Early Bird",NA,"Harvest",NA,"NFE"
930,9,"Arboliva","オリーヴァ","Grass","Normal","Olive Pokémon","50%","50%",1.4,48.2,45,78,69,90,125,109,39,"Seed Sower",NA,"Harvest",NA,"ZU"
931,9,"Squawkabilly","イキリンコ","Normal","Flying","Parrot Pokémon","50%","50%",0.6,2.4,190,82,96,51,45,51,92,"Intimidate","Hustle","Guts",NA,"ZU"
932,9,"Nacli","コジオ","Rock",NA,"Rock Salt Pokémon","50%","50%",0.4,16,255,55,55,75,35,35,25,"Purifying Salt","Sturdy","Clear Body",NA,"LC"
933,9,"Naclstack","ジオヅム","Rock",NA,"Rock Salt Pokémon","50%","50%",0.6,105,120,60,60,100,35,65,35,"Purifying Salt","Sturdy","Clear Body",NA,"NFE"
934,9,"Garganacl","キョジオーン","Rock",NA,"Rock Salt Pokémon","50%","50%",2.3,240,45,100,100,130,45,90,35,"Purifying Salt","Sturdy","Clear Body",NA,"OU"
935,9,"Charcadet","カルボウ","Fire",NA,"Fire Child Pokémon","50%","50%",0.6,10.5,90,40,50,40,50,40,35,"Flash Fire",NA,"Flame Body",NA,"LC"
936,9,"Armarouge","グレンアルマ","Fire","Psychic","Fire Warrior Pokémon","50%","50%",1.5,85,25,85,60,100,125,80,75,"Flash Fire",NA,"Weak Armor",NA,"RU"
937,9,"Ceruledge","ソウブレイズ","Fire","Ghost","Fire Blades Pokémon","50%","50%",1.6,62,25,75,125,80,60,100,85,"Flash Fire",NA,"Weak Armor",NA,"OU"
938,9,"Tadbulb","ズピカ","Electric",NA,"EleTadpole Pokémon","50%","50%",0.3,0.4,190,61,31,41,59,35,45,"Own Tempo","Static","Damp",NA,"LC"
939,9,"Bellibolt","ハラバリー","Electric",NA,"EleFrog Pokémon","50%","50%",1.2,113,50,109,64,91,103,83,45,"Electromorphosis","Static","Damp",NA,"NU"
940,9,"Wattrel","カイデン","Electric","Flying","Storm Petrel Pokémon","50%","50%",0.4,3.6,180,40,40,35,55,40,70,"Wind Power","Volt Absorb","Competitive",NA,"LC"
941,9,"Kilowattrel","タイカイデン","Electric","Flying","Frigatebird Pokémon","50%","50%",1.4,38.6,90,70,70,60,105,60,125,"Wind Power","Volt Absorb","Competitive",NA,"NU"
942,9,"Maschiff","オラチフ","Dark",NA,"Rascal Pokémon","50%","50%",0.5,16,150,60,78,60,40,51,51,"Intimidate","Run Away","Stakeout",NA,"LC"
943,9,"Mabosstiff","マフィティフ","Dark",NA,"Boss Pokémon","50%","50%",1.1,61,75,80,120,90,60,70,85,"Intimidate","Guard Dog","Stakeout",NA,"ZU"
944,9,"Shroodle","シルシュルー","Poison","Normal","Toxic Mouse Pokémon","50%","50%",0.2,0.7,190,40,65,35,40,35,75,"Unburden","Pickpocket","Prankster",NA,"LC"
945,9,"Grafaiai","タギングル","Poison","Normal","Toxic Monkey Pokémon","50%","50%",0.7,27.2,90,63,95,65,80,72,110,"Unburden","Poison Touch","Prankster",NA,"ZU"
946,9,"Bramblin","アノクサ","Grass","Ghost","Tumbleweed Pokémon","50%","50%",0.6,0.6,190,40,65,30,45,35,60,"Wind Rider",NA,"Infiltrator",NA,"LC"
947,9,"Brambleghast","アノホラグサ","Grass","Ghost","Tumbleweed Pokémon","50%","50%",1.2,6,45,55,115,70,80,70,90,"Wind Rider",NA,"Infiltrator",NA,"NU"
948,9,"Toedscool","ノノクラゲ","Ground","Grass","Woodear Pokémon","50%","50%",0.9,33,190,40,40,35,50,100,70,"Mycelium Might",NA,NA,NA,"LC"
949,9,"Toedscruel","リククラゲ","Ground","Grass","Woodear Pokémon","50%","50%",1.9,58,90,80,70,65,80,120,100,"Mycelium Might",NA,NA,NA,"ZU"
950,9,"Klawf","ガケガニ","Rock",NA,"Ambush Pokémon","50%","50%",1.3,79,120,70,100,115,35,55,75,"Anger Shell","Shell Armor","Regenerator",NA,"ZU"
951,9,"Capsakid","カプサイジ","Grass",NA,"Spicy Pepper Pokémon","50%","50%",0.3,3,190,50,62,40,62,40,50,"Chlorophyll","Insomnia","Klutz",NA,"LC"
952,9,"Scovillain","スコヴィラン","Grass","Fire","Spicy Pepper Pokémon","50%","50%",0.9,15,75,65,108,65,108,65,75,"Chlorophyll","Insomnia","Moody",NA,"ZU"
953,9,"Rellor","シガロコ","Bug",NA,"Rolling Pokémon","50%","50%",0.2,1,190,41,50,60,31,58,30,"Compound Eyes",NA,"Shed Skin",NA,"LC"
954,9,"Rabsca","ベラカス","Bug","Psychic","Rolling Pokémon","50%","50%",0.3,3.5,45,75,50,85,115,100,45,"Synchronize",NA,"Telepathy",NA,"ZU"
955,9,"Flittle","ヒラヒナ","Psychic",NA,"Frill Pokémon","50%","50%",0.2,1.5,120,30,35,30,55,30,75,"Anticipation","Frisk","Speed Boost",NA,"NFE"
956,9,"Espathra","クエスパトラ","Psychic",NA,"Ostrich Pokémon","50%","50%",1.9,90,60,95,60,60,101,60,105,"Opportunist","Frisk","Speed Boost",NA,"Uber"
957,9,"Tinkatink","カヌチャン","Fairy","Steel","Metalsmith Pokémon","0%","100%",0.4,8.9,190,50,45,45,35,64,58,"Mold Breaker","Own Tempo","Pickpocket",NA,"LC"
958,9,"Tinkatuff","ナカヌチャン","Fairy","Steel","Hammer Pokémon","0%","100%",0.7,59.1,90,65,55,55,45,82,78,"Mold Breaker","Own Tempo","Pickpocket",NA,"NFE"
959,9,"Tinkaton","デカヌチャン","Fairy","Steel","Hammer Pokémon","0%","100%",0.7,112.8,45,85,75,77,70,105,94,"Mold Breaker","Own Tempo","Pickpocket",NA,"UU"
960,9,"Wiglett","ウミディグダ","Water",NA,"Garden Eel Pokémon","50%","50%",1.2,1.8,255,10,55,25,35,25,95,"Gooey","Rattled","Sand Veil",NA,"LC"
961,9,"Wugtrio","ウミトリオ","Water",NA,"Garden Eel Pokémon","50%","50%",1.2,5.4,50,35,100,50,50,70,120,"Gooey","Rattled","Sand Veil",NA,"ZU"
962,9,"Bombirdier","オトシドリ","Flying","Dark","Item Drop Pokémon","50%","50%",1.5,42.9,25,70,103,85,60,85,82,"Big Pecks","Keen Eye","Rocky Payload",NA,"PU"
963,9,"Finizen","ナミイルカ","Water",NA,"Dolphin Pokémon","50%","50%",1.3,60.2,200,70,45,40,45,40,75,"Water Veil",NA,NA,NA,"LC"
964,9,"Palafin","イルカマン","Water",NA,"Dolphin Pokémon","50%","50%",1.3,60.2,45,100,70,72,53,62,100,"Zero to Hero",NA,NA,NA,"Uber"
965,9,"Varoom","ブロロン","Steel","Poison","Single-Cyl Pokémon","50%","50%",1,35,190,45,70,63,30,45,47,"Overcoat",NA,"Slow Start",NA,"LC"
966,9,"Revavroom","ブロロローム","Steel","Poison","Multi-Cyl Pokémon","50%","50%",1.8,120,75,80,119,90,54,67,90,"Overcoat",NA,"Filter",NA,"UU"
967,9,"Cyclizar","モトトカゲ","Dragon","Normal","Mount Pokémon","50%","50%",1.6,63,190,70,95,65,85,65,121,"Shed Skin",NA,"Regenerator",NA,"RU"
968,9,"Orthworm","ミミズズ","Steel",NA,"Earthworm Pokémon","50%","50%",2.5,310,25,70,85,145,60,55,65,"Earth Eater",NA,"Sand Veil",NA,"ZU"
969,9,"Glimmet","キラーメ","Rock","Poison","Ore Pokémon","50%","50%",0.7,8,70,48,35,42,105,60,60,"Toxic Debris",NA,"Corrosion",NA,"LC"
970,9,"Glimmora","キラフロル","Rock","Poison","Ore Pokémon","50%","50%",1.5,45,25,83,55,90,130,81,86,"Toxic Debris",NA,"Corrosion",NA,"OU"
971,9,"Greavard","ボチ","Ghost",NA,"Ghost Dog Pokémon","50%","50%",0.6,35,120,50,61,60,30,55,34,"Pickup",NA,"Fluffy",NA,"LC"
972,9,"Houndstone","ハカドッグ","Ghost",NA,"Ghost Dog Pokémon","50%","50%",2,15,60,72,101,100,50,97,68,"Sand Rush",NA,"Fluffy",NA,"NU"
973,9,"Flamigo","カラミンゴ","Flying","Fighting","Synchronize Pokémon","50%","50%",1.6,37,100,82,115,74,75,64,90,"Scrappy","Tangled Feet","Costar",NA,"NU"
974,9,"Cetoddle","アルクジラ","Ice",NA,"Terra Whale Pokémon","50%","50%",1.2,45,150,108,68,45,30,40,43,"Thick Fat","Snow Cloak","Sheer Force",NA,"LC"
975,9,"Cetitan","ハルクジラ","Ice",NA,"Terra Whale Pokémon","50%","50%",4.5,700,50,170,113,65,45,55,73,"Thick Fat","Slush Rush","Sheer Force",NA,"NUBL"
976,9,"Veluza","ミガルーサ","Water","Psychic","Jettison Pokémon","50%","50%",2.5,90,100,90,102,73,78,65,70,"Mold Breaker",NA,"Sharpness",NA,"ZU"
977,9,"Dondozo","ヘイラッシャ","Water",NA,"Big Catfish Pokémon","50%","50%",12,220,25,150,100,115,65,65,35,"Unaware","Oblivious","Water Veil",NA,"OU"
978,9,"Tatsugiri","シャリタツ","Dragon","Water","Mimicry Pokémon","50%","50%",0.3,8,100,68,50,60,120,95,82,"Commander",NA,"Storm Drain",NA,"PU"
979,9,"Annihilape","コノヨザル","Fighting","Ghost","Rage Monkey Pokémon","50%","50%",1.2,56,45,110,115,80,50,90,90,"Vital Spirit","Inner Focus","Defiant",NA,"Uber"
980,9,"Clodsire","ドオー","Poison","Ground","Spiny Fish Pokémon","50%","50%",1.8,223,90,130,75,60,45,100,20,"Poison Point","Water Absorb","Unaware",NA,"UU"
981,9,"Farigiraf","リキキリン","Normal","Psychic","Long Neck Pokémon","50%","50%",3.2,160,45,120,90,70,110,70,60,"Cud Chew","Armor Tail","Sap Sipper",NA,"ZU"
982,9,"Dudunsparce","ノココッチ","Normal",NA,"Land Snake Pokémon","50%","50%",3.6,39.2,45,125,100,80,85,75,55,"Serene Grace","Run Away","Rattled",NA,"PU"
983,9,"Kingambit","ドドゲザン","Dark","Steel","Big Blade Pokémon","50%","50%",2,120,25,100,135,120,60,85,50,"Defiant","Supreme Overlord","Pressure",NA,"OU"
984,9,"Great Tusk","イダイナキバ","Ground","Fighting","Paradox Pokémon","","",2.2,320,30,115,131,131,53,53,87,"Protosynthesis",NA,NA,NA,"OU"
985,9,"Scream Tail","サケブシッポ","Fairy","Psychic","Paradox Pokémon","","",1.2,8,50,115,65,99,65,115,111,"Protosynthesis",NA,NA,NA,"NU"
986,9,"Brute Bonnet","アラブルタケ","Grass","Dark","Paradox Pokémon","","",1.2,21,50,111,127,99,79,99,55,"Protosynthesis",NA,NA,NA,"PU"
987,9,"Flutter Mane","ハバタクカミ","Ghost","Fairy","Paradox Pokémon","","",1.4,4,30,55,55,55,135,135,135,"Protosynthesis",NA,NA,NA,"Uber"
988,9,"Slither Wing","チヲハウハネ","Bug","Fighting","Paradox Pokémon","","",3.2,92,30,85,135,79,85,105,81,"Protosynthesis",NA,NA,NA,"UU"
989,9,"Sandy Shocks","スナノケガワ","Electric","Ground","Paradox Pokémon","","",2.3,60,30,85,81,97,121,85,101,"Protosynthesis",NA,NA,NA,"UU"
990,9,"Iron Treads","テツノワダチ","Ground","Steel","Paradox Pokémon","","",0.9,240,30,90,112,120,72,70,106,"Quark Drive",NA,NA,NA,"OU"
991,9,"Iron Bundle","テツノツツミ","Ice","Water","Paradox Pokémon","","",0.6,11,50,56,80,114,124,60,136,"Quark Drive",NA,NA,NA,"Uber"
992,9,"Iron Hands","テツノカイナ","Fighting","Electric","Paradox Pokémon","","",1.8,380.7,50,154,140,108,50,68,50,"Quark Drive",NA,NA,NA,"UUBL"
993,9,"Iron Jugulis","テツノコウベ","Dark","Flying","Paradox Pokémon","","",1.3,111,30,94,80,86,122,80,108,"Quark Drive",NA,NA,NA,"UU"
994,9,"Iron Moth","テツノドクガ","Fire","Poison","Paradox Pokémon","","",1.2,36,30,80,70,60,140,110,110,"Quark Drive",NA,NA,NA,"OU"
995,9,"Iron Thorns","テツノイバラ","Rock","Electric","Paradox Pokémon","","",1.6,303,30,100,134,110,70,84,72,"Quark Drive",NA,NA,NA,"NUBL"
996,9,"Frigibax","セビエ","Dragon","Ice","Ice Fin Pokémon","50%","50%",0.5,17,45,65,75,45,35,45,55,"Thermal Exchange",NA,"Ice Body",NA,"LC"
997,9,"Arctibax","セゴール","Dragon","Ice","Ice Fin Pokémon","50%","50%",0.8,30,25,90,95,66,45,65,62,"Thermal Exchange",NA,"Ice Body",NA,"NFE"
998,9,"Baxcalibur","セグレイブ","Dragon","Ice","Ice Dragon Pokémon","50%","50%",2.1,210,10,115,145,92,75,86,87,"Thermal Exchange",NA,"Ice Body",NA,"Uber"
999,9,"Gimmighoul","コレクレー","Ghost",NA,"Coin Chest Pokémon","","",0.3,5,45,45,30,70,75,70,10,"Rattled",NA,NA,NA,"LC"
1000,9,"Gholdengo","サーフゴー","Steel","Ghost","Coin Entity Pokémon","","",1.2,30,45,87,60,95,133,91,84,"Good as Gold",NA,NA,NA,"OU"
1001,9,"Wo-Chien","チオンジェン","Dark","Grass","Ruinous Pokémon","","",1.5,74.2,6,85,85,100,95,135,70,"Tablets of Ruin",NA,NA,NA,"NU"
1002,9,"Chien-Pao","パオジアン","Dark","Ice","Ruinous Pokémon","","",1.9,152.2,6,80,120,80,90,65,135,"Sword of Ruin",NA,NA,NA,"Uber"
1003,9,"Ting-Lu","ディンルー","Dark","Ground","Ruinous Pokémon","","",2.7,699.7,6,155,110,125,55,80,45,"Vessel of Ruin",NA,NA,NA,"OU"
1004,9,"Chi-Yu","イーユイ","Dark","Fire","Ruinous Pokémon","","",0.4,4.9,6,55,80,80,135,120,100,"Beads of Ruin",NA,NA,NA,"Uber"
1005,9,"Roaring Moon","トドロクツキ","Dragon","Dark","Paradox Pokémon","","",2,380,10,105,139,71,55,101,119,"Protosynthesis",NA,NA,NA,"Uber"
